Track,Album Name,Artist,Release Date,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,YouTube Playlist Reach,Apple Music Playlist Count,SiriusXM Spins,Deezer Playlist Count,Amazon Playlist Count,Shazam Counts,Explicit Track
About Damn Time,About Damn Time,Lizzo,2022-04-14,847025688.0,104052.0,47808065.0,22274346.0,215.0,2826.0,143.0,4.0,5445721.0,1
Closer,Closer,The Chainsmokers,2016-07-29,2880536961.0,285381.0,129399627.0,467800052.0,385.0,467.0,284.0,78.0,16185008.0,0
FLOWER,ME,JISOO,2023-03-31,440364356.0,26107.0,15314737.0,68869541.0,33.0,92.0,6.0,35.0,1058579.0,0
PERRO NEGRO,nadie sabe lo que va a pasar ma,Bad Bunny,2023-10-13,689181455.0,61138.0,90492257.0,546833520.0,67.0,175.0,51.0,44.0,930098.0,1
Rich Baby Daddy feat Sexyy Red  SZA,For All The Dogs,Drake,2023-06-10,372248119.0,68037.0,44498005.0,384403788.0,53.0,31.0,13.0,39.0,2131059.0,1
Havana feat Young Thug,Havana,Camila Cabello,2017-03-08,2072182782.0,194332.0,86159672.0,2137655536.0,342.0,563.0,541.0,95.0,16095913.0,0
LUNA,FERXXOCALIPSIS,Feid,2023-01-12,606124553.0,40628.0,139802900.0,476273095.0,80.0,170.0,64.0,31.0,1704574.0,0
I Like You A Happier Song with Doja Cat,Twelve Carat Toothache,Post Malone,2022-03-06,827950825.0,118965.0,64661540.0,3624466116.0,83.0,2175.0,43.0,70.0,3384275.0,1
Bones,Bones,Imagine Dragons,2022-11-03,1227475431.0,180053.0,70861210.0,3064084870.0,94.0,1789.0,47.0,67.0,7031981.0,0
Segn Qu,Segn Qu,Maluma,2023-08-17,571366508.0,32236.0,42828677.0,1602673476.0,50.0,423.0,60.0,29.0,1703294.0,1
Selfish,Selfish,Justin Timberlake,2024-01-25,92932220.0,8847.0,31258778.0,1607922581.0,73.0,18.0,75.0,43.0,1440935.0,0
golden hour,golden hour,JVKE,2022-07-15,1126986320.0,200887.0,45885823.0,2451087344.0,77.0,719.0,22.0,35.0,3897680.0,0
Levitating feat DaBaby,Future Nostalgia,Dua Lipa,2020-03-27,2074721986.0,255296.0,109442317.0,4124133645.0,388.0,659.0,250.0,46.0,7948325.0,0
Get It Sexyy,Get It Sexyy,Sexyy Red,2024-03-15,89362910.0,7377.0,70714216.0,126493852.0,52.0,976.0,4.0,58.0,514293.0,1
This Wish  From Wish,This Wish From Wish,Ariana DeBose,2023-10-18,26674909.0,2673.0,8562091.0,300010.0,36.0,86.0,4.0,20.0,87704.0,0
IDGAF feat Yeat,For All The Dogs,Drake,2023-06-10,406875019.0,85930.0,45178662.0,11148894.0,29.0,109.0,16.0,29.0,964984.0,1
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,2022-06-05,1421763497.0,152592.0,62313059.0,171156518.0,91.0,191.0,42.0,49.0,3087489.0,0
Life Is Good feat Drake,Life Is Good feat Drake,Future,2020-10-01,1237874594.0,276882.0,51153940.0,430690809.0,187.0,47.0,95.0,32.0,5329382.0,1
Escapism,Escapism  The Thrill Is Gone,RAYE,2022-12-10,804925777.0,128247.0,62532855.0,841611064.0,138.0,65.0,65.0,66.0,6548714.0,1
Stargazing,Stargazing,Myles Smith,2024-10-05,106599323.0,9406.0,164949597.0,38232470.0,120.0,14.0,93.0,109.0,854584.0,0
Jimmy Cooks feat 21 Savage,Honestly Nevermind,Drake,2022-06-17,971473231.0,239671.0,77479207.0,327806846.0,110.0,641.0,18.0,57.0,3142892.0,1
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-03-07,1125681368.0,251023.0,32574699.0,258709304.0,119.0,744.0,21.0,22.0,3908069.0,1
Memories,Memories,Maroon 5,2019-09-20,2011072164.0,222804.0,49920599.0,2403585054.0,268.0,403.0,445.0,50.0,14241952.0,0
Classy 101,Classy 101,Feid,2023-03-31,872148396.0,90726.0,70485920.0,1850185458.0,94.0,186.0,50.0,55.0,1625704.0,1
Whatever,Whatever,Kygo,2024-01-19,222354971.0,17551.0,159961203.0,1880782257.0,111.0,278.0,171.0,109.0,1421900.0,0
Whatever She Wants,Whatever She Wants,Bryson Tiller,2024-02-13,207093873.0,23181.0,114051028.0,320540886.0,61.0,577.0,31.0,65.0,854584.0,1
Vois sur ton chemin  Techno Mix,Vois sur ton chemin Techno Mix,BENNETT,2023-04-08,361517395.0,119783.0,95312340.0,3117914.0,56.0,86.0,52.0,23.0,4372188.0,0
yes and,yes and,Ariana Grande,2024-12-01,416813996.0,22468.0,101875097.0,2382932899.0,106.0,114.0,87.0,92.0,1028262.0,1
Without Me,Without Me,Halsey,2018-04-10,2042792456.0,198888.0,69311277.0,2352917415.0,180.0,300.0,69.0,89.0,14816076.0,1
meet the grahams,meet the grahams,Kendrick Lamar,2024-03-05,65520394.0,8933.0,15896982.0,127419599.0,13.0,86.0,7.0,22.0,185009.0,1
First Person Shooter feat J Cole,For All The Dogs,Drake,2023-06-10,328526298.0,72252.0,68612350.0,1488182707.0,54.0,16.0,19.0,49.0,1198582.0,1
Shallow,Shallow,Lady Gaga,2018-09-27,2447973078.0,221822.0,90174192.0,2310840501.0,261.0,135.0,158.0,95.0,153863.0,0
Thunder,Thunder,Imagine Dragons,2017-04-27,2384768901.0,244951.0,88329475.0,222980374.0,225.0,509.0,226.0,43.0,13844050.0,0
Rush,Rush,Ayra Starr,2022-09-16,371886608.0,98009.0,19411516.0,269311214.0,162.0,230.0,47.0,67.0,8870769.0,0
abcdefu,abcdefu,GAYLE,2021-08-13,1128273165.0,193857.0,61311826.0,3366280433.0,209.0,1509.0,79.0,45.0,7565502.0,1
Buga,Buga,Kizz Daniel,2022-03-05,86516910.0,30835.0,3440925.0,29657775.0,51.0,86.0,9.0,19.0,3876226.0,0
Bad Habit,Bad Habit,Steve Lacy,2022-06-29,1087938471.0,220515.0,63054597.0,2111662944.0,132.0,1461.0,69.0,58.0,4118983.0,1
MONEY,LALISA,LISA,2021-10-09,1189335848.0,103236.0,33637835.0,1203702704.0,54.0,461.0,29.0,25.0,3720737.0,1
Columbia,Columbia,Quevedo,2023-07-07,721002940.0,84161.0,56226278.0,535715103.0,47.0,44.0,39.0,64.0,1148958.0,0
LADY GAGA,LADY GAGA,Peso Pluma,2023-06-22,684204777.0,48370.0,25130304.0,297822969.0,51.0,27.0,22.0,32.0,1567605.0,1
Woman,Planet Her,Doja Cat,2021-06-25,1606950381.0,217443.0,95985096.0,3148985028.0,217.0,1849.0,84.0,42.0,5907933.0,1
CUFF IT,RENAISSANCE,Beyonc,2022-07-29,795960535.0,100204.0,68659216.0,251341543.0,182.0,818.0,108.0,142.0,3861203.0,1
KING KONG,KING KONG,TREASURE,2024-05-28,8078265.0,207.0,12311489.0,97746040.0,10.0,86.0,5.0,25.0,12404.0,0
How You Like That,How You Like That,BLACKPINK,2020-06-25,1033109188.0,82170.0,21177170.0,328047537.0,96.0,37.0,34.0,46.0,3461123.0,0
Milf Song,Milf Song,The Puddleducks,2022-08-19,1165982.0,1176.0,23110.0,1318392.0,28.0,86.0,15.0,17.0,1261.0,0
Nasty,Nasty,Tinashe,2024-12-04,31612906.0,3887.0,106475497.0,480.0,38.0,13.0,3.0,69.0,336779.0,0
Superhero Heroes  Villains,HEROES  VILLAINS,Metro Boomin,2022-02-12,706356280.0,166277.0,62975073.0,205280243.0,56.0,331.0,13.0,41.0,2363066.0,1
Panda,Panda,Desiigner,2016-02-26,1181348550.0,170002.0,34000497.0,190757316.0,245.0,113.0,63.0,14.0,10372624.0,1
Push Ups,Push Ups,Drake,2024-04-19,107762230.0,14601.0,74447627.0,26026257.0,42.0,6.0,12.0,54.0,432776.0,1
Tattoo,Tattoo,Loreen,2023-02-25,518846340.0,83033.0,48268736.0,800667085.0,113.0,86.0,66.0,54.0,7777679.0,0
Kiss Me More feat SZA,Kiss Me More feat SZA,Doja Cat,2021-09-04,1823871908.0,262313.0,116916147.0,2053577.0,470.0,650.0,129.0,98.0,9556378.0,1
What It Is Block Boy with Kodak Black,What It Is Versions,Doechii,2023-03-17,102772879.0,29487.0,4775168.0,2863864.0,29.0,125.0,7.0,32.0,4072292.0,1
Gata Only,Gata Only  Single,FloyyMenor,2023-12-21,4674619.0,1841.0,61398.0,1286981.0,28.0,86.0,15.0,17.0,854584.0,0
Illusion,Illusion,Dua Lipa,2024-11-04,108501771.0,7430.0,117576704.0,165475383.0,113.0,66.0,74.0,75.0,437667.0,1
drivers license,drivers license,Olivia Rodrigo,2021-08-01,2184754018.0,250778.0,70173770.0,642666612.0,347.0,272.0,214.0,72.0,11006064.0,1
Used To Be Young,Endless Summer Vacation,Miley Cyrus,2023-08-18,205468104.0,30639.0,39407660.0,1819751244.0,97.0,266.0,64.0,62.0,1999859.0,0
Cupid  Twin Ver,The Beginning Cupid  Single,FIFTY FIFTY,2023-02-24,861388470.0,103040.0,37365896.0,97746040.0,110.0,624.0,34.0,77.0,5114752.0,0
How Sweet,How Sweet,NewJeans,2024-05-24,33595707.0,1940.0,36883184.0,164750613.0,58.0,2.0,8.0,62.0,44878.0,0
Players,Players,Coi Leray,2022-11-30,465588517.0,91658.0,60607887.0,383354491.0,110.0,7098.0,42.0,63.0,5620077.0,1
rockstar feat 21 Savage,rockstar,Post Malone,2017-09-15,2960046642.0,352745.0,82442565.0,370252952.0,235.0,393.0,122.0,47.0,19166675.0,1
Lil Somethin Somethin,Lil Somethin Somethin,Vayah,2023-11-03,11648.0,6.0,2392.0,1318392.0,28.0,86.0,15.0,17.0,16.0,1
Con Calma,Con Calma,Daddy Yankee,2019-01-24,1353028938.0,160122.0,52701166.0,709817334.0,184.0,363.0,87.0,46.0,13340067.0,0
Here With Me,Here With Me,d4vd,2022-07-20,1042311849.0,154178.0,58833842.0,313752369.0,79.0,111.0,48.0,41.0,3315939.0,0
Favorite Song,Favorite Song,Toosii,2023-02-17,186579651.0,45668.0,6252506.0,533205544.0,43.0,717.0,4.0,9.0,2561322.0,0
Si No Quieres No,Si No Quieres No  Single,Luis R Conriquez,2024-09-03,158131138.0,5423.0,71590238.0,134369232.0,34.0,3.0,8.0,15.0,833928.0,0
Mele Kalikimaka,Essential Classics Vol 166 Bing Crosby,Bing Crosby,2024-05-06,186123398.0,52.0,50069.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
MONTERO Call Me By Your Name,MONTERO Call Me By Your Name,Lil Nas X,2021-03-26,1902241314.0,316054.0,50751390.0,3417613.0,310.0,2026.0,112.0,80.0,10553717.0,1
Voz Emplumada del Monte,Voz Emplumada  EP,Biomigrant,2023-03-03,42761.0,80.0,1636.0,97746040.0,28.0,86.0,15.0,17.0,449.0,0
Is It Over Now Taylors Version From The Vault,1989 Taylors Version,Taylor Swift,2023-10-26,406821432.0,20404.0,26073555.0,1569274837.0,38.0,20.0,27.0,38.0,1551811.0,0
Si No Est,Si No Ests  Si,iigo quin,2022-09-22,665716137.0,97057.0,33252792.0,862779648.0,33.0,119.0,51.0,60.0,5502998.0,0
Glimpse of Us,Glimpse of Us,Joji,2022-10-06,1262308912.0,234936.0,83890841.0,4898615770.0,97.0,620.0,40.0,45.0,4350230.0,0
Watermelon Sugar,Watermelon Sugar,Harry Styles,2019-11-17,2708151499.0,298135.0,159003869.0,2170262684.0,554.0,914.0,557.0,101.0,9612968.0,0
Corazn de Pi,Corazn de Piedra  Si,Xavi,2024-03-23,172164034.0,5517.0,48983734.0,135952492.0,11.0,86.0,7.0,16.0,418366.0,0
Praise Jah In The Moonlight,Praise Jah In the Moonlight  Single,YG Marley,2023-12-27,298853393.0,50137.0,43508958.0,366430788.0,63.0,6.0,43.0,43.0,854584.0,1
WHERE SHE GOES,WHERE SHE GOES,Bad Bunny,2023-05-18,717849037.0,98440.0,37797217.0,47337825.0,126.0,125.0,35.0,41.0,2076698.0,1
Yandel 150,Yandel 150,Yandel,2022-12-20,837576264.0,102545.0,38825844.0,443395467.0,60.0,29.0,39.0,63.0,2660197.0,1
THATS WHAT I WANT,MONTERO,Lil Nas X,2021-09-17,1062095453.0,165197.0,75503476.0,3618055498.0,156.0,2344.0,83.0,46.0,5957065.0,1
Todo De Ti,Todo De Ti,Rauw Alejandro,2021-05-20,1339352060.0,188874.0,76063128.0,1866730745.0,208.0,295.0,68.0,79.0,5640680.0,1
Chemical,Chemical,Post Malone,2023-04-14,503574147.0,79679.0,43648353.0,476594485.0,94.0,678.0,35.0,45.0,2334089.0,1
See You Again feat Charlie Puth,See You Again feat Charlie Puth,Wiz Khalifa,2015-01-01,1891920348.0,159571.0,73641738.0,602157439.0,137.0,5.0,8.0,6.0,22021769.0,0
Drip Too Hard Lil Baby  Gunna,Drip Too Hard,Lil Baby,2018-12-09,1486929795.0,266128.0,52476635.0,34010447.0,147.0,581.0,48.0,13.0,4911610.0,1
Shooting Star,Kep1going On,Kep1er,2024-03-06,1534062.0,193.0,3187862.0,97746040.0,5.0,86.0,15.0,18.0,8916.0,0
Uptown Funk,Full Circle The Live Anthology,Mark Ronson,2011-11-20,1993030264.0,256764.0,149909699.0,1997821697.0,507.0,366.0,308.0,137.0,23508115.0,1
Dogs Plan,Thoughts Feelings,David Jackson,2023-02-03,239850720.0,44.0,1243.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
love nwantiti ah ah ah,CKay The First,CKay,2019-08-30,853451422.0,172458.0,43607688.0,35766668.0,77.0,2726.0,51.0,5.0,3489217.0,1
Mi Gente,Mi Gente,J Balvin,2017-06-30,1478442472.0,189504.0,45240294.0,398243753.0,291.0,86.0,98.0,94.0,19858741.0,0
Late Night Talking,Harrys House,Harry Styles,2022-05-20,959639297.0,108806.0,62563751.0,3350044035.0,153.0,2290.0,96.0,50.0,4053289.0,0
Miss You,Miss You,Oliver Tree,2022-05-08,631378937.0,165883.0,38563849.0,13558530.0,75.0,1.0,49.0,19.0,7602822.0,1
girls like me dont cry,Girls Like Me Dont Cry,th,2022-06-10,69931412.0,13220.0,8876286.0,147879.0,4.0,29.0,15.0,15.0,195627.0,0
Yummy Fruits and Vegetables,Yummy Fruits and Vegetables,D Billions,2020-10-20,2300838.0,543.0,19016.0,97746040.0,28.0,86.0,15.0,17.0,16965.0,0
Dakiti,Dakiti,Bad Bunny,2020-01-01,1977947460.0,245685.0,56430031.0,724908300.0,265.0,241.0,97.0,72.0,6091496.0,1
Starboy,Starboy,The Weeknd,2016-09-22,3291262413.0,366133.0,98022646.0,218584786.0,341.0,148.0,118.0,67.0,15648166.0,1
Sorry,Sorry,Justin Bieber,2015-10-23,2089476497.0,179545.0,89286647.0,1959373484.0,401.0,402.0,161.0,85.0,9657077.0,0
Calling My Phone,Calling My Phone,Lil Tjay,2021-12-02,777064903.0,213153.0,29437172.0,326289844.0,118.0,117.0,33.0,33.0,4012749.0,1
Pink Venom,Pink Venom,BLACKPINK,2022-08-19,736469450.0,48251.0,22817940.0,3169887749.0,43.0,406.0,20.0,40.0,1547563.0,0
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,250430303.0,7079.0,134357870.0,45283900.0,72.0,2.0,37.0,76.0,188022.0,1
death bed coffee for your head,Some Boring Love Stories Pt 2,Powfu,2019-09-02,1656385770.0,283938.0,62191957.0,348834936.0,219.0,305.0,119.0,29.0,10905647.0,0
Too Many Nights feat Don Toliver  with Future,HEROES  VILLAINS,Metro Boomin,2022-02-12,682837690.0,155771.0,28629209.0,201674659.0,56.0,48.0,4.0,12.0,3246804.0,1
MELTDOWN feat Drake,MELTDOWN feat Drake,Travis Scott,2023-07-27,347647880.0,106908.0,29964622.0,174680696.0,57.0,13.0,23.0,49.0,861189.0,1
California Gurls,Girl Power 2023,Katy Perry,2023-09-19,239850720.0,32312.5,13264111.5,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Moscow Mule,Un Verano Sin Ti,Bad Bunny,2022-06-05,1108031580.0,121256.0,44739826.0,719730500.0,104.0,113.0,30.0,58.0,1644044.0,1
Something Just Like This,Something Just Like This,The Chainsmokers,2017-02-22,2596644721.0,278237.0,128709855.0,277516825.0,315.0,86.0,420.0,108.0,16040973.0,0
7 rings,7 rings,Ariana Grande,2019-01-18,2262490403.0,179865.0,89518199.0,2185559044.0,220.0,945.0,87.0,76.0,7983512.0,1
Moonlight,Moonlight,Kali Uchis,2023-02-24,701558859.0,110539.0,46729655.0,31989285.0,67.0,126.0,43.0,44.0,3204314.0,0
Savage Love Laxed  Siren Beat,Savage Love Laxed  Siren Beat,Jawsh 685,2020-11-06,1118038333.0,142905.0,27025973.0,97746040.0,198.0,200.0,209.0,10.0,11067994.0,1
Bidi Bidi Bom Bom Remasterizado 202430th Anniversary,Amor Prohibido Remasterizado 202430th Anniversary,Selena,2024-03-22,58157068.0,30.0,171325.0,97746040.0,1.0,86.0,15.0,17.0,854584.0,0
Gods Plan,Diplomatic Immunity,Drake,2018-01-20,2529948475.0,313741.0,79266167.0,254153311.0,226.0,442.0,103.0,76.0,9512236.0,1
Sunroof,Sunroof,Nicky Youre,2021-11-26,879708559.0,44652.0,23104189.0,97746040.0,2.0,1073.0,1.0,17.0,854584.0,0
La Vc,La Vc,Xavi,2023-08-19,521116293.0,24734.0,22828160.0,1392579416.0,18.0,82.0,20.0,22.0,988007.0,1
MY EYES,UTOPIA,Travis Scott,2023-07-28,403132906.0,103255.0,13549357.0,2150.0,37.0,86.0,12.0,6.0,1911147.0,1
WORK,GOLDEN HOUR  Part1,ATEEZ,2024-05-31,10135326.0,678.0,14542753.0,30784.0,13.0,86.0,7.0,41.0,25958.0,0
Despacito  Remix,Despacito Feat Justin Bieber Remix,Luis Fonsi,2017-04-17,1713294983.0,134700.0,39604784.0,380296279.0,268.0,57.0,91.0,27.0,7805645.0,0
Ghost,Justice,Justin Bieber,2021-03-19,1586830204.0,151923.0,73574395.0,2976186938.0,119.0,3180.0,114.0,49.0,4413143.0,0
Dior,Meet The Woo,Pop Smoke,2019-07-26,1070422470.0,294539.0,47391658.0,3659504.0,132.0,53.0,38.0,11.0,4711998.0,1
New Baby Shark,Pinkfong  Baby Sharks Space Adventure Songs,Pinkfong,2022-09-30,720822868.0,13.0,164.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Breakeven,Breakeven Official 4K Video,The Script,2024-04-25,858979483.0,1.0,14.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Una Noche en Medell,Una Noche en Medell,Cris Mj,2022-01-21,839405565.0,107431.0,27444811.0,438066241.0,41.0,601.0,19.0,46.0,2351019.0,1
SAD,SAD,XXXTENTACION,2018-02-03,2218531106.0,263801.0,60437070.0,178579824.0,77.0,107.0,45.0,17.0,3798652.0,1
Primera Cita,La Primera Cita  Single,Carin Leon,2023-04-20,598006591.0,35842.0,34735524.0,384774756.0,32.0,172.0,25.0,25.0,2336296.0,0
Efecto,Un Verano Sin Ti,Bad Bunny,2022-06-05,1293773697.0,115332.0,51081689.0,179322656.0,50.0,48.0,16.0,51.0,1927360.0,1
Dame Tu Cosita,Dame Tu Cosita,El Chombo,2018-04-23,239850720.0,273.0,54198.0,229315984.0,28.0,86.0,15.0,17.0,854584.0,0
Bnos Que No Tm Fim Co,Bnos Que No Tm Fim Co,Isadora Pompeo,2023-09-11,95536146.0,8900.0,9760374.0,890790802.0,16.0,86.0,51.0,7.0,229561.0,0
Slow It Down,Slow It Down,Benson Boone,2024-03-22,202667139.0,11945.0,116623933.0,126501922.0,56.0,326.0,37.0,74.0,518777.0,0
Yonaguni,Yonaguni,Bad Bunny,2021-04-06,1398634184.0,177082.0,44848091.0,314632224.0,145.0,145.0,40.0,48.0,2211960.0,1
Heathens,Heathens,Twenty One Pilots,2016-06-16,1777196966.0,241108.0,65091468.0,479301512.0,125.0,322.0,108.0,31.0,14696531.0,0
Whoopty,Whoopty,CJ,2020-08-20,775664145.0,213464.0,28998615.0,144018344.0,158.0,533.0,31.0,15.0,6422051.0,1
Super Shy,NewJeans Super Shy,NewJeans,2023-07-07,547471596.0,48103.0,22977059.0,776229988.0,56.0,258.0,22.0,58.0,528849.0,0
Happier,Happier  Single,Marshmello,2018-08-16,2143821605.0,220298.0,53040597.0,2340278160.0,209.0,293.0,444.0,73.0,10193237.0,0
HARLEY QUINN,HARLEY QUINN  Single,Fuerza Regida,2023-10-18,462284590.0,31617.0,36745154.0,184602581.0,41.0,721.0,46.0,39.0,1075943.0,1
Baby Dont Hurt Me,Baby Dont Hurt Me  Single,David Guetta,2023-07-04,509231024.0,69486.0,142546135.0,298775920.0,145.0,425.0,121.0,91.0,3375037.0,0
Butter,Butter,BTS,2021-05-21,1257974135.0,90160.0,40533320.0,3244619218.0,221.0,545.0,43.0,68.0,4173408.0,0
Cinderella,WE DONT TRUST YOU,Future,2024-03-22,124945674.0,21581.0,41881780.0,421455.0,24.0,86.0,14.0,4.0,369853.0,1
Calma  Remix,Calma Remix,Pedro Cap,2018-05-10,1153753974.0,118846.0,37335160.0,374564231.0,152.0,7.0,77.0,2.0,14113990.0,0
CANT STOP THE FEELING Original Song From Dreamworks Animations Trolls,CANT STOP THE FEELING Original Song From Dreamworks Animations Trolls,Justin Timberlake,2016-06-05,1733302434.0,191065.0,88781556.0,319751277.0,459.0,576.0,482.0,116.0,15828266.0,0
Say So,Hot Pink,Doja Cat,2019-07-11,1199270601.0,161574.0,48493190.0,745421859.0,295.0,531.0,180.0,72.0,10741166.0,1
Ransom,Ransom,Lil Tecca,2019-05-22,1355971796.0,198992.0,52412236.0,51588391.0,99.0,154.0,32.0,25.0,2972685.0,1
Romantic Homicide,Romantic Homicide,d4vd,2022-07-20,1136504636.0,152157.0,60605828.0,89389771.0,65.0,43.0,25.0,15.0,1892741.0,0
Pink Skies,Pink Skies,Zach Bryan,2024-05-24,60240739.0,4611.0,98570633.0,235974273.0,82.0,1.0,26.0,79.0,156886.0,0
Rockabye feat Sean Paul  AnneMarie,Rockabye feat Sean Paul  AnneMarie,Clean Bandit,2016-10-21,1528107667.0,170648.0,55710071.0,1722812433.0,188.0,83.0,151.0,38.0,23696980.0,1
Danza Kuduro  Cover,A collection of Western music that will get you excited,MUSIC LAB JPN,2023-11-15,1627429837.0,12.0,163.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,1
Cool,JnD Mix,Unknown,2024-05-25,239850720.0,32312.5,13264111.5,97746040.0,28.0,86.0,15.0,17.0,8624577.0,0
Rich Men North of Richmond,Rich Men North of Richmond  Single,Oliver Anthony Music,2023-11-08,214598468.0,66613.0,6363839.0,733344471.0,21.0,86.0,2.0,12.0,736604.0,1
BESO,RR,ROSAL,2023-03-24,647201484.0,81393.0,46208549.0,28857204.0,117.0,277.0,80.0,65.0,1589528.0,0
MTG QUEM NO QUER SO,MTG QUEM NO QUER SOU EU  Si,DJ TOPO,2024-10-05,51198446.0,3022.0,40425173.0,97746040.0,8.0,86.0,29.0,20.0,128880.0,0
Que Vuelvas,Que Vuelvas  Single,Carin Leon,2022-09-12,684853927.0,42893.0,25716699.0,4235395.0,45.0,358.0,20.0,18.0,1654594.0,1
Pretty Green Eyes Sunset Ibiza Mix,Pretty Green Eyes Sunset Ibiza Mix,KETTAMA,2024-06-14,239850720.0,5.0,3277306.0,97746040.0,1.0,86.0,1.0,10.0,854584.0,0
Just Wanna Rock,Just Wanna Rock,Lil Uzi Vert,2022-10-17,665519026.0,152193.0,67322941.0,169512700.0,73.0,5729.0,20.0,93.0,3245670.0,1
Mood Swings feat Lil Tjay,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-03-07,785016247.0,210669.0,32702397.0,56134858.0,100.0,25.0,8.0,4.0,3516050.0,1
Fuck Love feat Trippie Redd,17,XXXTENTACION,2017-08-25,1615274494.0,203617.0,35375009.0,4528014.0,37.0,86.0,14.0,5.0,2026025.0,1
Rich Flex,Her Loss,Drake,2022-04-11,812274757.0,185579.0,57165405.0,41553113.0,116.0,128.0,27.0,54.0,2300268.0,1
Standing Next to You,GOLDEN,Jung Kook,2023-03-11,675865902.0,23181.0,58344509.0,2554205866.0,37.0,25.0,49.0,24.0,1220942.0,0
Congratulations,Congratulations,Post Malone,2016-04-11,1984802459.0,246374.0,81736432.0,172345162.0,143.0,57.0,41.0,26.0,5233589.0,1
Do It To It,Do It To It,ACRAZE,2021-08-20,805019111.0,238887.0,94531613.0,116322631.0,192.0,2822.0,105.0,40.0,9653748.0,0
Tusa,Tusa,KAROL G,2019-07-11,1497511486.0,157185.0,59187880.0,458694827.0,232.0,111.0,256.0,83.0,7663807.0,0
For The Night feat Lil Baby  DaBaby,Shoot For The Stars Aim For The Moon,Pop Smoke,2020-03-07,1119350842.0,272485.0,46626350.0,68109096.0,206.0,234.0,33.0,24.0,4546156.0,1
Good Good,Good Good,USHER,2023-04-08,53825007.0,14742.0,9204769.0,250252884.0,22.0,33.0,7.0,34.0,1896814.0,1
Austin,Austin  Single,Dasha,2023-11-17,273023490.0,17900.0,169190514.0,448423212.0,99.0,449.0,48.0,130.0,1521087.0,1
Search  Rescue,Search  Rescue,Drake,2023-07-04,337858357.0,96709.0,21646810.0,235007162.0,89.0,162.0,15.0,13.0,1383076.0,1
TULUM,TULUM,Peso Pluma,2023-06-28,390182196.0,36912.0,13688250.0,51539597.0,44.0,71.0,16.0,38.0,964306.0,1
Shivers,NAME,Ed Sheeran,2020-01-01,1568058093.0,188855.0,77441110.0,4334606324.0,263.0,1773.0,222.0,112.0,10179048.0,0
Coup du marteau,Coup du marteau,Tam Sir,2023-08-12,24933240.0,4241.0,2378348.0,641603777.0,10.0,86.0,6.0,1.0,1245247.0,0
Adderall Corvette Corvette,Adderall Corvette Corvette,Popp Hunna,2020-10-14,90383224.0,24868.0,4716437.0,1067.0,20.0,423.0,6.0,3.0,759001.0,1
Full Senyum Sayang,Full Senyum Sayang,Evan Loss,2022-04-28,18296870.0,1967.0,400655.0,15197.0,1.0,86.0,15.0,17.0,24326.0,0
Sunroof,Sunroof,Nicky Youre,2021-03-12,890752779.0,104690.0,38444734.0,2854434834.0,149.0,491.0,65.0,9.0,2488830.0,0
Watching Yourself Being Born,Neuroscape,Blush Response,2023-04-04,239850720.0,13.0,191.0,97746040.0,28.0,86.0,15.0,17.0,854584.0,0
Los del Espacio,Los del Espacio  Single,LIT killah,2023-01-06,373898429.0,53671.0,24287193.0,670200525.0,42.0,3.0,27.0,28.0,776352.0,0
Taste feat Offset,Taste feat Offset,Tyga,2018-05-16,1358105253.0,217189.0,31143734.0,526087000.0,67.0,142.0,34.0,33.0,7997160.0,1
MAMIII,MAMIII,Becky G,2022-10-02,911797058.0,80109.0,53928265.0,36403252.0,125.0,430.0,59.0,83.0,3561445.0,1
Until I Found You,Until I Found You,Stephen Sanchez,2021-01-09,1020452066.0,169696.0,52678003.0,3540186470.0,75.0,1886.0,30.0,42.0,11693340.0,0
exes,exes,Tate McRae,2023-11-17,323100055.0,27272.0,33467589.0,1646779233.0,67.0,811.0,56.0,57.0,697530.0,1
Banana feat Shaggy,Banana feat Shaggy,Conkarah,2019-08-16,27747363.0,9067.0,1365840.0,11609501.0,12.0,100.0,8.0,10.0,348103.0,0
Stick Season,Stick Season,Noah Kahan,2022-08-07,965865213.0,113676.0,169323128.0,315685769.0,148.0,577.0,85.0,103.0,3365903.0,0
Need To Know,Need To Know,Doja Cat,2021-11-06,1178076856.0,164743.0,42269625.0,2099921417.0,195.0,1451.0,38.0,28.0,5746726.0,1
kompa pasi,kompa pasi,Unknown,2024-12-04,29458027.0,2602.0,6588032.0,154517.0,9.0,86.0,6.0,17.0,2085595.0,0
